iso_639_3,language_code,script,language_name,total_characters,total_frequency,data_source,years_count,min_year,max_year,relative_path
kyg,kyg_Latn,Latn,Keyagana,73,1465390,"FineWeb2, v2.1.0",5,2015,2023,DATA/kyg_Latn
und,und_Ethi,Ethi,Undetermined,1907,1465227,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Ethi
bfd,bfd_Latn,Latn,Bafut,120,1462598,"FineWeb2, v2.1.0",5,2013,2022,DATA/bfd_Latn
yrb,yrb_Latn,Latn,Yareba,78,1460174,"FineWeb2, v2.1.0",3,2018,2022,DATA/yrb_Latn
bgr,bgr_Latn,Latn,Bawm Chin,95,1458359,"FineWeb2, v2.1.0",7,2013,2023,DATA/bgr_Latn
kms,kms_Latn,Latn,Kamasau,95,1458125,"FineWeb2, v2.1.0",7,2013,2023,DATA/kms_Latn
nab,nab_Latn,Latn,Southern Nambikuára,76,1456748,"FineWeb2, v2.1.0",5,2018,2023,DATA/nab_Latn
kjs,kjs_Latn,Latn,East Kewa,80,1455642,"FineWeb2, v2.1.0",6,2013,2023,DATA/kjs_Latn
ngl,ngl_Latn,Latn,Lomwe,173,1446358,"FineWeb2, v2.1.0",6,2017,2023,DATA/ngl_Latn
lef,lef_Latn,Latn,Lelemi,86,1445750,"FineWeb2, v2.1.0",4,2013,2017,DATA/lef_Latn
gdn,gdn_Latn,Latn,Umanakaina,76,1442548,"FineWeb2, v2.1.0",5,2018,2023,DATA/gdn_Latn
tif,tif_Latn,Latn,Tifal,78,1441361,"FineWeb2, v2.1.0",7,2018,2024,DATA/tif_Latn
und,und_Tang,Tang,Undetermined,9219,1439873,"FineWeb2, v2.1.0",8,2017,2024,DATA/und_Tang
gog,gog_Latn,Latn,Gogo,78,1431300,"FineWeb2, v2.1.0",5,2013,2022,DATA/gog_Latn
atb,atb_Latn,Latn,Zaiwa,335,1431141,"FineWeb2, v2.1.0",8,2017,2024,DATA/atb_Latn
wnc,wnc_Latn,Latn,Wantoat,78,1429808,"FineWeb2, v2.1.0",3,2017,2023,DATA/wnc_Latn
alq,alq_Latn,Latn,Algonquin,110,1428971,"FineWeb2, v2.1.0",9,2014,2023,DATA/alq_Latn
mwv,mwv_Latn,Latn,Mentawai,90,1424873,"FineWeb2, v2.1.0",8,2013,2023,DATA/mwv_Latn
kpz,kpz_Latn,Latn,Kupsabiny,80,1422568,"FineWeb2, v2.1.0",5,2013,2021,DATA/kpz_Latn
gbo,gbo_Latn,Latn,Northern Grebo,114,1420092,"FineWeb2, v2.1.0",5,2013,2023,DATA/gbo_Latn
gvf,gvf_Latn,Latn,Golin,76,1418056,"FineWeb2, v2.1.0",3,2018,2020,DATA/gvf_Latn
cya,cya_Latn,Latn,Nopala Chatino,87,1417559,"FineWeb2, v2.1.0",7,2013,2024,DATA/cya_Latn
ssd,ssd_Latn,Latn,Siroi,78,1411921,"FineWeb2, v2.1.0",5,2018,2023,DATA/ssd_Latn
rai,rai_Latn,Latn,Ramoaaina,79,1411750,"FineWeb2, v2.1.0",2,2018,2021,DATA/rai_Latn
myw,myw_Latn,Latn,Muyuw,79,1411265,"FineWeb2, v2.1.0",6,2013,2023,DATA/myw_Latn
isd,isd_Latn,Latn,Isnag,93,1409814,"FineWeb2, v2.1.0",6,2017,2023,DATA/isd_Latn
qve,qve_Latn,Latn,Eastern Apurímac Quechua,105,1409442,"FineWeb2, v2.1.0",11,2013,2023,DATA/qve_Latn
mic,mic_Latn,Latn,Mi'kmaq,121,1405651,"FineWeb2, v2.1.0",9,2013,2024,DATA/mic_Latn
grt,grt_Beng,Beng,Garo,122,1405478,"FineWeb2, v2.1.0",3,2013,2017,DATA/grt_Beng
kqp,kqp_Latn,Latn,Kimré,88,1405417,"FineWeb2, v2.1.0",5,2013,2022,DATA/kqp_Latn
mcu,mcu_Latn,Latn,Cameroon Mambila,100,1401658,"FineWeb2, v2.1.0",4,2013,2017,DATA/mcu_Latn
nba,nba_Latn,Latn,Nyemba,149,1401188,"FineWeb2, v2.1.0",8,2014,2022,DATA/nba_Latn
yut,yut_Latn,Latn,Yopno,87,1398559,"FineWeb2, v2.1.0",5,2018,2024,DATA/yut_Latn
hay,hay_Latn,Latn,Haya,90,1398152,"FineWeb2, v2.1.0",11,2013,2024,DATA/hay_Latn
mtp,mtp_Latn,Latn,Wichí Lhamtés Nocten,82,1397039,"FineWeb2, v2.1.0",5,2014,2022,DATA/mtp_Latn
avt,avt_Latn,Latn,Au,81,1394754,"FineWeb2, v2.1.0",3,2018,2023,DATA/avt_Latn
lia,lia_Latn,Latn,West-Central Limba,80,1394589,"FineWeb2, v2.1.0",4,2013,2017,DATA/lia_Latn
tsc,tsc_Latn,Latn,Tswa,123,1389717,"FineWeb2, v2.1.0",6,2017,2024,DATA/tsc_Latn
noa,noa_Latn,Latn,Woun Meu,198,1385018,"FineWeb2, v2.1.0",8,2013,2022,DATA/noa_Latn
swp,swp_Latn,Latn,Suau,87,1383769,"FineWeb2, v2.1.0",7,2013,2022,DATA/swp_Latn
wuv,wuv_Latn,Latn,Wuvulu-Aua,87,1383169,"FineWeb2, v2.1.0",7,2017,2024,DATA/wuv_Latn
bpy,bpy_Beng,Beng,Bishnupriya,343,1378477,"FineWeb2, v2.1.0",12,2013,2024,DATA/bpy_Beng
bhw,bhw_Latn,Latn,Biak,114,1377568,"FineWeb2, v2.1.0",5,2017,2022,DATA/bhw_Latn
mzw,mzw_Latn,Latn,Deg,94,1377017,"FineWeb2, v2.1.0",5,2013,2021,DATA/mzw_Latn
tby,tby_Latn,Latn,Tabaru,72,1370481,"FineWeb2, v2.1.0",4,2013,2017,DATA/tby_Latn
cap,cap_Latn,Latn,Chipaya,107,1367696,"FineWeb2, v2.1.0",6,2013,2023,DATA/cap_Latn
pah,pah_Latn,Latn,Tenharim,104,1363036,"FineWeb2, v2.1.0",7,2013,2023,DATA/pah_Latn
gai,gai_Latn,Latn,Borei,74,1359856,"FineWeb2, v2.1.0",5,2018,2023,DATA/gai_Latn
xrb,xrb_Latn,Latn,Eastern Karaboro,83,1356248,"FineWeb2, v2.1.0",5,2013,2022,DATA/xrb_Latn
mau,mau_Latn,Latn,Huautla Mazatec,123,1355831,"FineWeb2, v2.1.0",10,2014,2024,DATA/mau_Latn
alp,alp_Latn,Latn,Alune,78,1346149,"FineWeb2, v2.1.0",6,2018,2024,DATA/alp_Latn
ctu,ctu_Latn,Latn,Chol,137,1340250,"FineWeb2, v2.1.0",10,2013,2024,DATA/ctu_Latn
amn,amn_Latn,Latn,Amanab,80,1337334,"FineWeb2, v2.1.0",5,2017,2021,DATA/amn_Latn
mdy,mdy_Ethi,Ethi,Male (Ethiopia),254,1336768,"FineWeb2, v2.1.0",9,2013,2024,DATA/mdy_Ethi
hch,hch_Latn,Latn,Huichol,118,1334951,"FineWeb2, v2.1.0",9,2014,2024,DATA/hch_Latn
rmn,rmn_Cyrl,Cyrl,Balkan Romani,191,1334829,"FineWeb2, v2.1.0",8,2017,2024,DATA/rmn_Cyrl
okv,okv_Latn,Latn,Orokaiva,155,1331391,"FineWeb2, v2.1.0",10,2013,2024,DATA/okv_Latn
cpy,cpy_Latn,Latn,South Ucayali Ashéninka,97,1328551,"FineWeb2, v2.1.0",4,2019,2022,DATA/cpy_Latn
wim,wim_Latn,Latn,Wik-Mungkan,81,1328104,"FineWeb2, v2.1.0",4,2017,2022,DATA/wim_Latn
dts,dts_Latn,Latn,Toro So Dogon,78,1315869,"FineWeb2, v2.1.0",5,2013,2023,DATA/dts_Latn
bib,bib_Latn,Latn,Bissa,94,1315323,"FineWeb2, v2.1.0",8,2013,2023,DATA/bib_Latn
ceg,ceg_Latn,Latn,Chamacoco,97,1306995,"FineWeb2, v2.1.0",4,2013,2017,DATA/ceg_Latn
und,und_Vaii,Vaii,Undetermined,1371,1306858,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Vaii
chw,chw_Latn,Latn,Chuwabu,221,1295707,"FineWeb2, v2.1.0",9,2016,2024,DATA/chw_Latn
kue,kue_Latn,Latn,Kuman (Papua New Guinea),82,1294725,"FineWeb2, v2.1.0",7,2013,2021,DATA/kue_Latn
sll,sll_Latn,Latn,Salt-Yui,96,1286621,"FineWeb2, v2.1.0",5,2018,2023,DATA/sll_Latn
kij,kij_Latn,Latn,Kilivila,75,1286382,"FineWeb2, v2.1.0",3,2022,2024,DATA/kij_Latn
iws,iws_Latn,Latn,Sepik Iwam,79,1285578,"FineWeb2, v2.1.0",4,2013,2023,DATA/iws_Latn
skr,skr_Arab,Arab,Saraiki,220,1284551,"FineWeb2, v2.1.0",10,2013,2024,DATA/skr_Arab
aoi,aoi_Latn,Latn,Anindilyakwa,70,1284507,"FineWeb2, v2.1.0",3,2014,2021,DATA/aoi_Latn
cjp,cjp_Latn,Latn,Cabécar,94,1282085,"FineWeb2, v2.1.0",5,2013,2019,DATA/cjp_Latn
kpx,kpx_Latn,Latn,Mountain Koiali,76,1281790,"FineWeb2, v2.1.0",5,2013,2023,DATA/kpx_Latn
apb,apb_Latn,Latn,Sa'a,79,1276518,"FineWeb2, v2.1.0",3,2021,2023,DATA/apb_Latn
ojb,ojb_Cans,Cans,Northwestern Ojibwa,240,1276241,"FineWeb2, v2.1.0",8,2013,2023,DATA/ojb_Cans
bpr,bpr_Latn,Latn,Koronadal Blaan,82,1274715,"FineWeb2, v2.1.0",7,2013,2022,DATA/bpr_Latn
fuh,fuh_Latn,Latn,Western Niger Fulfulde,160,1274496,"FineWeb2, v2.1.0",11,2013,2024,DATA/fuh_Latn
nfr,nfr_Latn,Latn,Nafaanra,77,1271148,"FineWeb2, v2.1.0",4,2013,2017,DATA/nfr_Latn
ifb,ifb_Latn,Latn,Batad Ifugao,75,1269194,"FineWeb2, v2.1.0",6,2013,2024,DATA/ifb_Latn
kqw,kqw_Latn,Latn,Kandas,86,1268638,"FineWeb2, v2.1.0",6,2018,2023,DATA/kqw_Latn
apr,apr_Latn,Latn,Arop-Lokep,65,1251060,"FineWeb2, v2.1.0",4,2019,2024,DATA/apr_Latn
biv,biv_Latn,Latn,Southern Birifor,93,1250202,"FineWeb2, v2.1.0",6,2013,2024,DATA/biv_Latn
toh,toh_Latn,Latn,Gitonga,96,1249552,"FineWeb2, v2.1.0",7,2015,2022,DATA/toh_Latn
wiu,wiu_Latn,Latn,Wiru,80,1248667,"FineWeb2, v2.1.0",5,2017,2022,DATA/wiu_Latn
izr,izr_Latn,Latn,Izere,91,1247852,"FineWeb2, v2.1.0",6,2013,2021,DATA/izr_Latn
tgp,tgp_Latn,Latn,Tangoa,97,1242346,"FineWeb2, v2.1.0",8,2013,2023,DATA/tgp_Latn
aji,aji_Latn,Latn,Ajië,124,1239680,"FineWeb2, v2.1.0",3,2017,2019,DATA/aji_Latn
nhr,nhr_Latn,Latn,Naro,121,1239053,"FineWeb2, v2.1.0",4,2017,2022,DATA/nhr_Latn
xav,xav_Latn,Latn,Xavánte,146,1236554,"FineWeb2, v2.1.0",9,2013,2024,DATA/xav_Latn
jiv,jiv_Latn,Latn,Shuar,120,1235259,"FineWeb2, v2.1.0",10,2013,2024,DATA/jiv_Latn
rro,rro_Latn,Latn,Waima,86,1233497,"FineWeb2, v2.1.0",6,2013,2023,DATA/rro_Latn
knk,knk_Latn,Latn,Kuranko,73,1229391,"FineWeb2, v2.1.0",4,2013,2017,DATA/knk_Latn
wnu,wnu_Latn,Latn,Usan,78,1228615,"FineWeb2, v2.1.0",5,2017,2023,DATA/wnu_Latn
kao,kao_Latn,Latn,Xaasongaxango,91,1226190,"FineWeb2, v2.1.0",8,2013,2024,DATA/kao_Latn
fat,fat_Latn,Latn,Fanti,256,1224276,"FineWeb2, v2.1.0",11,2013,2024,DATA/fat_Latn
gvl,gvl_Latn,Latn,Gulay,104,1221382,"FineWeb2, v2.1.0",5,2014,2019,DATA/gvl_Latn
bud,bud_Latn,Latn,Ntcham,115,1219923,"FineWeb2, v2.1.0",6,2013,2020,DATA/bud_Latn
lsm,lsm_Latn,Latn,Saamia,74,1217648,"FineWeb2, v2.1.0",6,2013,2020,DATA/lsm_Latn
kus,kus_Latn,Latn,Kusaal,87,1213789,"FineWeb2, v2.1.0",8,2013,2022,DATA/kus_Latn
nov,nov_Latn,Latn,Novial,546,1204570,"FineWeb2, v2.1.0",12,2013,2024,DATA/nov_Latn
usa,usa_Latn,Latn,Usarufa,95,1203110,"FineWeb2, v2.1.0",3,2018,2022,DATA/usa_Latn
ziw,ziw_Latn,Latn,Zigula,74,1201955,"FineWeb2, v2.1.0",4,2017,2020,DATA/ziw_Latn
mti,mti_Latn,Latn,Maiwa (Papua New Guinea),92,1201315,"FineWeb2, v2.1.0",9,2014,2023,DATA/mti_Latn
nou,nou_Latn,Latn,Ewage-Notu,79,1200105,"FineWeb2, v2.1.0",2,2018,2019,DATA/nou_Latn
yre,yre_Latn,Latn,Yaouré,81,1196400,"FineWeb2, v2.1.0",5,2018,2024,DATA/yre_Latn
xmv,xmv_Latn,Latn,Antankarana Malagasy,144,1193161,"FineWeb2, v2.1.0",9,2013,2024,DATA/xmv_Latn
ztq,ztq_Latn,Latn,Quioquitani-Quierí Zapotec,99,1191846,"FineWeb2, v2.1.0",9,2013,2023,DATA/ztq_Latn
att,att_Latn,Latn,Pamplona Atta,87,1190622,"FineWeb2, v2.1.0",5,2017,2023,DATA/att_Latn
quh,quh_Latn,Latn,South Bolivian Quechua,166,1188757,"FineWeb2, v2.1.0",12,2013,2024,DATA/quh_Latn
mfz,mfz_Latn,Latn,Mabaan,84,1188243,"FineWeb2, v2.1.0",4,2013,2017,DATA/mfz_Latn
sab,sab_Latn,Latn,Buglere,82,1187003,"FineWeb2, v2.1.0",7,2013,2024,DATA/sab_Latn
kki,kki_Latn,Latn,Kagulu,76,1185886,"FineWeb2, v2.1.0",5,2013,2019,DATA/kki_Latn
gun,gun_Latn,Latn,Mbyá Guaraní,117,1182035,"FineWeb2, v2.1.0",8,2013,2023,DATA/gun_Latn
kyz,kyz_Latn,Latn,Kayabí,85,1181465,"FineWeb2, v2.1.0",7,2013,2023,DATA/kyz_Latn
tay,tay_Latn,Latn,Atayal,2653,1178703,"FineWeb2, v2.1.0",10,2013,2024,DATA/tay_Latn
tnk,tnk_Latn,Latn,Kwamera,88,1165476,"FineWeb2, v2.1.0",7,2017,2023,DATA/tnk_Latn
kwd,kwd_Latn,Latn,Kwaio,80,1164055,"FineWeb2, v2.1.0",2,2017,2019,DATA/kwd_Latn
wer,wer_Latn,Latn,Weri,82,1154909,"FineWeb2, v2.1.0",5,2017,2024,DATA/wer_Latn
lac,lac_Latn,Latn,Lacandon,100,1154487,"FineWeb2, v2.1.0",6,2014,2024,DATA/lac_Latn
fal,fal_Latn,Latn,South Fali,85,1152460,"FineWeb2, v2.1.0",4,2013,2017,DATA/fal_Latn
xtn,xtn_Latn,Latn,Northern Tlaxiaco Mixtec,121,1151896,"FineWeb2, v2.1.0",5,2019,2024,DATA/xtn_Latn
mmn,mmn_Latn,Latn,Mamanwa,61,1149570,"FineWeb2, v2.1.0",5,2017,2022,DATA/mmn_Latn
sgz,sgz_Latn,Latn,Sursurunga,126,1147950,"FineWeb2, v2.1.0",8,2014,2024,DATA/sgz_Latn
hag,hag_Latn,Latn,Hanga,70,1138423,"FineWeb2, v2.1.0",3,2013,2017,DATA/hag_Latn
djr,djr_Latn,Latn,Djambarrpuyngu,135,1137959,"FineWeb2, v2.1.0",5,2014,2021,DATA/djr_Latn
kpf,kpf_Latn,Latn,Komba,80,1137636,"FineWeb2, v2.1.0",5,2018,2024,DATA/kpf_Latn
naq,naq_Latn,Latn,Khoekhoe,141,1135580,"FineWeb2, v2.1.0",11,2013,2024,DATA/naq_Latn
knf,knf_Latn,Latn,Mankanya,100,1135061,"FineWeb2, v2.1.0",4,2017,2020,DATA/knf_Latn
ssg,ssg_Latn,Latn,Seimat,88,1132047,"FineWeb2, v2.1.0",3,2018,2024,DATA/ssg_Latn
tbo,tbo_Latn,Latn,Tawala,87,1126509,"FineWeb2, v2.1.0",5,2018,2023,DATA/tbo_Latn
keo,keo_Latn,Latn,Kakwa,86,1124955,"FineWeb2, v2.1.0",7,2014,2023,DATA/keo_Latn
dgi,dgi_Latn,Latn,Northern Dagara,115,1117932,"FineWeb2, v2.1.0",5,2013,2022,DATA/dgi_Latn
tnp,tnp_Latn,Latn,Whitesands,87,1115922,"FineWeb2, v2.1.0",5,2017,2023,DATA/tnp_Latn
gul,gul_Latn,Latn,Sea Island Creole English,103,1109436,"FineWeb2, v2.1.0",9,2013,2023,DATA/gul_Latn
und,und_Orya,Orya,Undetermined,1182,1106593,"FineWeb2, v2.1.0",11,2014,2024,DATA/und_Orya
mxp,mxp_Latn,Latn,Tlahuitoltepec Mixe,91,1105627,"FineWeb2, v2.1.0",5,2014,2022,DATA/mxp_Latn
enq,enq_Latn,Latn,Enga,89,1103141,"FineWeb2, v2.1.0",6,2017,2023,DATA/enq_Latn
ayp,ayp_Arab,Arab,North Mesopotamian Arabic,139,1092596,"FineWeb2, v2.1.0",8,2016,2023,DATA/ayp_Arab
hot,hot_Latn,Latn,Hote,90,1091309,"FineWeb2, v2.1.0",8,2017,2024,DATA/hot_Latn
bgt,bgt_Latn,Latn,Bughotu,87,1086907,"FineWeb2, v2.1.0",11,2013,2024,DATA/bgt_Latn
snd,snd_Latn,Latn,Sindhi,270,1083274,"FineWeb2, v2.1.0",12,2013,2024,DATA/snd_Latn
nnb,nnb_Latn,Latn,Nande,117,1077234,"FineWeb2, v2.1.0",9,2013,2022,DATA/nnb_Latn
kas,kas_Deva,Deva,Kashmiri,605,1074743,"FineWeb2, v2.1.0",12,2013,2024,DATA/kas_Deva
zpv,zpv_Latn,Latn,Chichicapan Zapotec,93,1070244,"FineWeb2, v2.1.0",9,2014,2024,DATA/zpv_Latn
aia,aia_Latn,Latn,Arosi,79,1063498,"FineWeb2, v2.1.0",2,2017,2019,DATA/aia_Latn
mpm,mpm_Latn,Latn,Yosondúa Mixtec,93,1061426,"FineWeb2, v2.1.0",8,2013,2023,DATA/mpm_Latn
mup,mup_Deva,Deva,Malvi,283,1059364,"FineWeb2, v2.1.0",11,2014,2024,DATA/mup_Deva
ian,ian_Latn,Latn,Iatmul,76,1058926,"FineWeb2, v2.1.0",5,2018,2023,DATA/ian_Latn
und,und_Hluw,Hluw,Undetermined,843,1058286,"FineWeb2, v2.1.0",8,2017,2024,DATA/und_Hluw
akp,akp_Latn,Latn,Siwu,78,1056539,"FineWeb2, v2.1.0",3,2017,2024,DATA/akp_Latn
mbi,mbi_Latn,Latn,Ilianen Manobo,80,1052792,"FineWeb2, v2.1.0",2,2017,2018,DATA/mbi_Latn
tim,tim_Latn,Latn,Timbe,75,1047677,"FineWeb2, v2.1.0",2,2018,2021,DATA/tim_Latn
bjp,bjp_Latn,Latn,Fanamaket,88,1035176,"FineWeb2, v2.1.0",5,2018,2024,DATA/bjp_Latn
emi,emi_Latn,Latn,Mussau-Emira,86,1033899,"FineWeb2, v2.1.0",6,2018,2024,DATA/emi_Latn
mcd,mcd_Latn,Latn,Sharanahua,134,1031873,"FineWeb2, v2.1.0",5,2014,2020,DATA/mcd_Latn
dua,dua_Latn,Latn,Duala,160,1023822,"FineWeb2, v2.1.0",9,2014,2024,DATA/dua_Latn
atj,atj_Latn,Latn,Atikamekw,239,1023033,"FineWeb2, v2.1.0",12,2013,2024,DATA/atj_Latn
cta,cta_Latn,Latn,Tataltepec Chatino,84,1021044,"FineWeb2, v2.1.0",8,2014,2024,DATA/cta_Latn
nim,nim_Latn,Latn,Nilamba,80,1019764,"FineWeb2, v2.1.0",5,2013,2022,DATA/nim_Latn
toc,toc_Latn,Latn,Coyutla Totonac,87,1012573,"FineWeb2, v2.1.0",7,2013,2023,DATA/toc_Latn
dgc,dgc_Latn,Latn,Casiguran Dumagat Agta,78,1011607,"FineWeb2, v2.1.0",6,2017,2023,DATA/dgc_Latn
akb,akb_Latn,Latn,Batak Angkola,141,1011487,"FineWeb2, v2.1.0",12,2013,2024,DATA/akb_Latn
ptp,ptp_Latn,Latn,Patep,97,1010976,"FineWeb2, v2.1.0",4,2014,2021,DATA/ptp_Latn
llg,llg_Latn,Latn,Lole,74,1010138,"FineWeb2, v2.1.0",3,2019,2023,DATA/llg_Latn
nyo,nyo_Latn,Latn,Nyoro,113,999059,"FineWeb2, v2.1.0",10,2013,2024,DATA/nyo_Latn
akh,akh_Latn,Latn,Angal Heneng,73,994467,"FineWeb2, v2.1.0",3,2018,2021,DATA/akh_Latn
xbi,xbi_Latn,Latn,Kombio,81,993231,"FineWeb2, v2.1.0",7,2013,2023,DATA/xbi_Latn
gam,gam_Latn,Latn,Kandawo,78,990624,"FineWeb2, v2.1.0",5,2018,2024,DATA/gam_Latn
nhy,nhy_Latn,Latn,Northern Oaxaca Nahuatl,104,985912,"FineWeb2, v2.1.0",11,2013,2024,DATA/nhy_Latn
kss,kss_Latn,Latn,Southern Kisi,118,967915,"FineWeb2, v2.1.0",6,2013,2021,DATA/kss_Latn
lww,lww_Latn,Latn,Lewo,84,964829,"FineWeb2, v2.1.0",6,2014,2023,DATA/lww_Latn
snf,snf_Latn,Latn,Noon,111,964597,"FineWeb2, v2.1.0",7,2017,2024,DATA/snf_Latn
mna,mna_Latn,Latn,Mbula,92,963884,"FineWeb2, v2.1.0",7,2014,2024,DATA/mna_Latn
ckt,ckt_Cyrl,Cyrl,Chukot,266,962752,"FineWeb2, v2.1.0",10,2013,2024,DATA/ckt_Cyrl
mhx,mhx_Latn,Latn,Maru,98,962278,"FineWeb2, v2.1.0",7,2013,2023,DATA/mhx_Latn
arl,arl_Latn,Latn,Arabela,89,961534,"FineWeb2, v2.1.0",8,2013,2024,DATA/arl_Latn
bdh,bdh_Latn,Latn,Baka (South Sudan),92,957732,"FineWeb2, v2.1.0",1,2018,2018,DATA/bdh_Latn
npl,npl_Latn,Latn,Southeastern Puebla Nahuatl,102,954256,"FineWeb2, v2.1.0",11,2013,2024,DATA/npl_Latn
und,und_Sgnw,Sgnw,Undetermined,929,953193,"FineWeb2, v2.1.0",8,2017,2024,DATA/und_Sgnw
udu,udu_Latn,Latn,Uduk,78,949812,"FineWeb2, v2.1.0",7,2013,2022,DATA/udu_Latn
apy,apy_Latn,Latn,Apalaí,95,939282,"FineWeb2, v2.1.0",6,2014,2022,DATA/apy_Latn
mur,mur_Latn,Latn,Murle,83,937036,"FineWeb2, v2.1.0",6,2013,2023,DATA/mur_Latn
gso,gso_Latn,Latn,Southwest Gbaya,105,934295,"FineWeb2, v2.1.0",6,2013,2019,DATA/gso_Latn
cko,cko_Latn,Latn,Anufo,83,926398,"FineWeb2, v2.1.0",4,2013,2017,DATA/cko_Latn
mca,mca_Latn,Latn,Maca,92,925901,"FineWeb2, v2.1.0",4,2018,2022,DATA/mca_Latn
kbc,kbc_Latn,Latn,Kadiwéu,98,924765,"FineWeb2, v2.1.0",5,2014,2023,DATA/kbc_Latn
mxv,mxv_Latn,Latn,Metlatónoc Mixtec,150,920665,"FineWeb2, v2.1.0",10,2014,2024,DATA/mxv_Latn
hub,hub_Latn,Latn,Huambisa,92,918606,"FineWeb2, v2.1.0",8,2013,2023,DATA/hub_Latn
lif,lif_Deva,Deva,Limbu,122,912721,"FineWeb2, v2.1.0",7,2013,2023,DATA/lif_Deva
gng,gng_Latn,Latn,Ngangam,106,911353,"FineWeb2, v2.1.0",8,2013,2024,DATA/gng_Latn
guo,guo_Latn,Latn,Guayabero,97,911201,"FineWeb2, v2.1.0",7,2013,2024,DATA/guo_Latn
zat,zat_Latn,Latn,Tabaa Zapotec,88,907377,"FineWeb2, v2.1.0",4,2014,2023,DATA/zat_Latn
rkb,rkb_Latn,Latn,Rikbaktsa,76,906360,"FineWeb2, v2.1.0",6,2014,2023,DATA/rkb_Latn
zpc,zpc_Latn,Latn,Choapan Zapotec,107,904536,"FineWeb2, v2.1.0",6,2014,2022,DATA/zpc_Latn
caf,caf_Latn,Latn,Southern Carrier,90,904243,"FineWeb2, v2.1.0",5,2014,2023,DATA/caf_Latn
row,row_Latn,Latn,Dela-Oenale,86,899733,"FineWeb2, v2.1.0",6,2018,2024,DATA/row_Latn
bgs,bgs_Latn,Latn,Tagabawa,92,895465,"FineWeb2, v2.1.0",3,2019,2023,DATA/bgs_Latn
tll,tll_Latn,Latn,Tetela,133,894886,"FineWeb2, v2.1.0",9,2015,2024,DATA/tll_Latn
ese,ese_Latn,Latn,Ese Ejja,81,894427,"FineWeb2, v2.1.0",8,2014,2024,DATA/ese_Latn
heg,heg_Latn,Latn,Helong,99,891179,"FineWeb2, v2.1.0",6,2017,2024,DATA/heg_Latn
shp,shp_Latn,Latn,Shipibo-Conibo,113,889613,"FineWeb2, v2.1.0",9,2013,2023,DATA/shp_Latn
rtm,rtm_Latn,Latn,Rotuman,164,887543,"FineWeb2, v2.1.0",8,2013,2024,DATA/rtm_Latn
bus,bus_Latn,Latn,Bokobaru,99,886724,"FineWeb2, v2.1.0",5,2017,2023,DATA/bus_Latn
ken,ken_Latn,Latn,Kenyang,112,883785,"FineWeb2, v2.1.0",7,2013,2022,DATA/ken_Latn
nbq,nbq_Latn,Latn,Nggem,86,872638,"FineWeb2, v2.1.0",4,2017,2023,DATA/nbq_Latn
lbb,lbb_Latn,Latn,Label,85,869919,"FineWeb2, v2.1.0",4,2018,2023,DATA/lbb_Latn
awb,awb_Latn,Latn,Awa (Papua New Guinea),88,868097,"FineWeb2, v2.1.0",4,2013,2021,DATA/awb_Latn
chf,chf_Latn,Latn,Tabasco Chontal,114,861203,"FineWeb2, v2.1.0",7,2014,2023,DATA/chf_Latn
und,und_Lina,Lina,Undetermined,1115,860933,"FineWeb2, v2.1.0",8,2017,2024,DATA/und_Lina
tum,tum_Latn,Latn,Tumbuka,114,857221,"FineWeb2, v2.1.0",11,2013,2024,DATA/tum_Latn
ghs,ghs_Latn,Latn,Guhu-Samane,77,852785,"FineWeb2, v2.1.0",6,2017,2024,DATA/ghs_Latn
esu,esu_Latn,Latn,Central Yupik,179,851912,"FineWeb2, v2.1.0",9,2013,2022,DATA/esu_Latn
tsg,tsg_Latn,Latn,Tausug,158,849526,"FineWeb2, v2.1.0",10,2013,2023,DATA/tsg_Latn
bim,bim_Latn,Latn,Bimoba,96,842440,"FineWeb2, v2.1.0",9,2013,2023,DATA/bim_Latn
enm,enm_Latn,Latn,Middle English (1100-1500),562,842381,"FineWeb2, v2.1.0",12,2013,2024,DATA/enm_Latn
kqc,kqc_Latn,Latn,Doromu-Koki,131,837920,"FineWeb2, v2.1.0",5,2017,2023,DATA/kqc_Latn
kde,kde_Latn,Latn,Makonde,120,828884,"FineWeb2, v2.1.0",8,2013,2024,DATA/kde_Latn
waj,waj_Latn,Latn,Waffa,70,827779,"FineWeb2, v2.1.0",4,2017,2021,DATA/waj_Latn
snn,snn_Latn,Latn,Siona,82,823361,"FineWeb2, v2.1.0",4,2020,2023,DATA/snn_Latn
caa,caa_Latn,Latn,Chortí,103,822582,"FineWeb2, v2.1.0",9,2013,2023,DATA/caa_Latn
guz,guz_Latn,Latn,Gusii,127,820714,"FineWeb2, v2.1.0",12,2013,2024,DATA/guz_Latn
ncl,ncl_Latn,Latn,Michoacán Nahuatl,98,818322,"FineWeb2, v2.1.0",8,2014,2024,DATA/ncl_Latn
aca,aca_Latn,Latn,Achagua,90,817089,"FineWeb2, v2.1.0",4,2016,2024,DATA/aca_Latn
otm,otm_Latn,Latn,Eastern Highland Otomi,110,813730,"FineWeb2, v2.1.0",7,2014,2023,DATA/otm_Latn
gcr,gcr_Latn,Latn,Guianese Creole French,388,813691,"FineWeb2, v2.1.0",10,2013,2024,DATA/gcr_Latn
